ID	symbol	chr	start	end	type
ENSG00000224585	AC103563.5	chr2	95600001	95640000	unprocessed_pseudogene
ENSG00000233447	AC103563.6	chr2	95640001	95680000	unprocessed_pseudogene
ENSG00000235186	AC103563.7	chr2	95640001	95680000	unprocessed_pseudogene
ENSG00000265326	Metazoa_SRP	chr2	95640001	95680000	misc_RNA
ENSG00000233850	AC103563.8	chr2	95680001	95720000	antisense
ENSG00000172005	MAL	chr2	95680001	95720000	protein_coding
ENSG00000231062	AC103563.9	chr2	95680001	95720000	antisense
ENSG00000144029	MRPS5	chr2	95800001	95840000	protein_coding
ENSG00000144026	ZNF514	chr2	95800001	95840000	protein_coding
ENSG00000163067	ZNF2	chr2	95800001	95840000	protein_coding
ENSG00000233757	AC092835.2	chr2	95840001	95880000	lincRNA
ENSG00000155066	PROM2	chr2	95920001	95960000	protein_coding
ENSG00000115041	KCNIP3	chr2	95960001	96000000	protein_coding
ENSG00000235129	FABP7P2	chr2	96000001	96040000	processed_pseudogene
ENSG00000115042	FAHD2A	chr2	96040001	96080000	protein_coding
ENSG00000248821	AC009238.6	chr2	96080001	96120000	unprocessed_pseudogene
ENSG00000233275	AC009238.8	chr2	96080001	96120000	processed_pseudogene
ENSG00000227120	AC009238.7	chr2	96080001	96120000	processed_pseudogene
ENSG00000204705	UBTFL5	chr2	96120001	96160000	unprocessed_pseudogene
ENSG00000234903	AC133104.2	chr2	96120001	96160000	unprocessed_pseudogene
ENSG00000144010	TRIM43B	chr2	96120001	96160000	unprocessed_pseudogene
ENSG00000238162	AC009237.4	chr2	96120001	96160000	processed_pseudogene
ENSG00000223917	AC009237.2	chr2	96120001	96160000	unprocessed_pseudogene
ENSG00000237308	AC009237.5	chr2	96160001	96200000	processed_pseudogene
ENSG00000224719	AC009237.6	chr2	96160001	96200000	unprocessed_pseudogene
ENSG00000226185	TRIM64FP	chr2	96160001	96200000	unprocessed_pseudogene
ENSG00000229689	AC009237.8	chr2	96160001	96200000	processed_transcript
ENSG00000236431	AC009237.11	chr2	96200001	96240000	processed_pseudogene
ENSG00000233037	AC009237.10	chr2	96200001	96240000	processed_pseudogene
ENSG00000232717	TRIM51JP	chr2	96240001	96280000	unprocessed_pseudogene
ENSG00000230083	AC009237.13	chr2	96240001	96280000	processed_pseudogene
ENSG00000144015	TRIM43	chr2	96240001	96280000	protein_coding
ENSG00000236026	AC009237.14	chr2	96240001	96280000	processed_pseudogene
ENSG00000204699	UBTFL3	chr2	96280001	96320000	unprocessed_pseudogene
ENSG00000235959	AC009237.17	chr2	96280001	96320000	processed_pseudogene
ENSG00000236750	AC009237.16	chr2	96280001	96320000	processed_pseudogene
ENSG00000235584	AC008268.1	chr2	96320001	96360000	lincRNA
ENSG00000237510	AC008268.2	chr2	96440001	96480000	retained_intron
ENSG00000232931	LINC00342	chr2	96480001	96520000	lincRNA
ENSG00000174501	ANKRD36C	chr2	96640001	96680000	nonsense_mediated_decay
ENSG00000265326	Metazoa_SRP	chr2	96640001	96680000	misc_RNA
ENSG00000186281	GPAT2	chr2	96680001	96720000	protein_coding
ENSG00000222040	ADRA2B	chr2	96760001	96800000	protein_coding
ENSG00000188886	ASTL	chr2	96800001	96840000	protein_coding
ENSG00000158050	DUSP2	chr2	96800001	96840000	protein_coding
ENSG00000228873	AC012307.2	chr2	96800001	96840000	lincRNA
ENSG00000084090	STARD7	chr2	96840001	96880000	protein_coding
ENSG00000135956	TMEM127	chr2	96920001	96960000	protein_coding
ENSG00000144021	CIAO1	chr2	96920001	96960000	protein_coding
ENSG00000144028	SNRNP200	chr2	96960001	97000000	protein_coding
ENSG00000230747	AC021188.4	chr2	96960001	97000000	antisense
ENSG00000198885	ITPRIPL1	chr2	96960001	97000000	protein_coding
ENSG00000121152	NCAPH	chr2	97000001	97040000	protein_coding
ENSG00000163121	NEURL3	chr2	97160001	97200000	processed_transcript
ENSG00000235480	RP11-363D14.1	chr2	97160001	97200000	antisense
ENSG00000196843	ARID5A	chr2	97200001	97240000	protein_coding
ENSG00000114982	KANSL3	chr2	97280001	97320000	protein_coding
ENSG00000249715	FER1L5	chr2	97280001	97320000	retained_intron
ENSG00000114988	LMAN2L	chr2	97400001	97440000	protein_coding
ENSG00000158158	CNNM4	chr2	97400001	97440000	protein_coding
ENSG00000264157	MIR3127	chr2	97440001	97480000	miRNA
ENSG00000168763	CNNM3	chr2	97480001	97520000	protein_coding
ENSG00000163126	ANKRD23	chr2	97520001	97560000	protein_coding
ENSG00000213337	ANKRD39	chr2	97520001	97560000	protein_coding
ENSG00000168758	SEMA4C	chr2	97520001	97560000	protein_coding
ENSG00000168754	FAM178B	chr2	97680001	97720000	protein_coding
ENSG00000269874	snoU13	chr2	97640001	97680000	snoRNA
ENSG00000248134	AC079395.1	chr2	97680001	97720000	unprocessed_pseudogene
ENSG00000144188	TRIM43CP	chr2	97680001	97720000	unprocessed_pseudogene
ENSG00000230343	AC018892.8	chr2	97680001	97720000	unprocessed_pseudogene
ENSG00000236847	AC018892.3	chr2	97680001	97720000	unprocessed_pseudogene
ENSG00000188383	AC018892.9	chr2	97720001	97760000	unprocessed_pseudogene
ENSG00000144199	FAHD2B	chr2	97760001	97800000	protein_coding
ENSG00000265326	Metazoa_SRP	chr2	97760001	97800000	misc_RNA
ENSG00000135976	ANKRD36	chr2	97760001	97800000	retained_intron
ENSG00000237837	AC159540.3	chr2	98040001	98080000	lincRNA
ENSG00000230606	AC159540.1	chr2	98080001	98120000	lincRNA
ENSG00000241481	AC159540.2	chr2	98080001	98120000	lincRNA
ENSG00000196912	ANKRD36B	chr2	98200001	98240000	processed_transcript
ENSG00000235833	AC159540.14	chr2	98120001	98160000	processed_pseudogene
ENSG00000228970	UBTFL6	chr2	98240001	98280000	unprocessed_pseudogene
ENSG00000135940	COX5B	chr2	98240001	98280000	protein_coding
ENSG00000115073	ACTR1B	chr2	98280001	98320000	protein_coding
ENSG00000201806	RNU4-8P	chr2	98280001	98320000	snRNA
ENSG00000115085	ZAP70	chr2	98320001	98360000	protein_coding
ENSG00000075568	TMEM131	chr2	98600001	98640000	retained_intron
ENSG00000235734	HMGN1P36	chr2	98440001	98480000	processed_pseudogene
ENSG00000262276	U7	chr2	98520001	98560000	snRNA
ENSG00000168658	VWA3B	chr2	98680001	98720000	protein_coding
ENSG00000231635	ATP5BP1	chr2	98800001	98840000	processed_pseudogene
ENSG00000216112	AC092675.1	chr2	98880001	98920000	miRNA
ENSG00000222000	AC092675.3	chr2	98960001	99000000	protein_coding
ENSG00000144191	CNGA3	chr2	98960001	99000000	protein_coding
ENSG00000227987	AC092675.4	chr2	98960001	99000000	sense_intronic
ENSG00000040933	INPP4A	chr2	99040001	99080000	protein_coding
ENSG00000183513	COA5	chr2	99200001	99240000	protein_coding
ENSG00000115446	UNC50	chr2	99200001	99240000	protein_coding
ENSG00000071073	MGAT4A	chr2	99320001	99360000	protein_coding
ENSG00000236564	YWHAQP5	chr2	99280001	99320000	processed_pseudogene
ENSG00000226791	AC109826.1	chr2	99360001	99400000	lincRNA
ENSG00000262704	U4	chr2	99360001	99400000	snRNA
ENSG00000238830	RNU7-46P	chr2	99440001	99480000	snRNA
ENSG00000135951	TSGA10	chr2	99760001	99800000	protein_coding
ENSG00000231822	AC019097.7	chr2	99680001	99720000	processed_pseudogene
ENSG00000241962	C2orf15	chr2	99720001	99760000	nonsense_mediated_decay
ENSG00000144182	LIPT1	chr2	99760001	99800000	protein_coding
ENSG00000185414	MRPL30	chr2	99760001	99800000	protein_coding
ENSG00000158411	MITD1	chr2	99760001	99800000	protein_coding
ENSG00000185674	LYG2	chr2	99840001	99880000	protein_coding
ENSG00000144214	LYG1	chr2	99920001	99960000	protein_coding
ENSG00000115514	TXNDC9	chr2	99920001	99960000	protein_coding
ENSG00000158417	EIF5B	chr2	99920001	99960000	protein_coding
ENSG00000135945	REV1	chr2	100080001	100120000	protein_coding
ENSG00000222274	AC018690.1	chr2	100120001	100160000	miRNA
ENSG00000144218	AFF3	chr2	100720001	100760000	protein_coding
ENSG00000230393	AC092667.2	chr2	100720001	100760000	antisense
ENSG00000170500	LONRF2	chr2	100920001	100960000	protein_coding
ENSG00000115526	CHST10	chr2	101000001	101040000	protein_coding
ENSG00000238029	AC012493.1	chr2	101040001	101080000	processed_pseudogene
ENSG00000204640	NMS	chr2	101080001	101120000	protein_coding
ENSG00000204637	AC068538.2	chr2	101120001	101160000	processed_pseudogene
ENSG00000265326	Metazoa_SRP	chr2	101160001	101200000	misc_RNA
ENSG00000115539	PDCL3	chr2	101160001	101200000	protein_coding
ENSG00000269874	snoU13	chr2	101160001	101200000	snoRNA
ENSG00000227259	HMGN2P22	chr2	101200001	101240000	processed_pseudogene
ENSG00000265326	Metazoa_SRP	chr2	101200001	101240000	misc_RNA
ENSG00000234988	AC068538.4	chr2	101200001	101240000	lincRNA
ENSG00000226034	NANOGNBP1	chr2	101240001	101280000	processed_pseudogene
ENSG00000234169	AC092168.3	chr2	101280001	101320000	lincRNA
ENSG00000228488	AC092168.4	chr2	101320001	101360000	lincRNA
ENSG00000170485	NPAS2	chr2	101400001	101440000	protein_coding
ENSG00000232034	AC092168.2	chr2	101400001	101440000	sense_intronic
ENSG00000230140	AC016738.3	chr2	101560001	101600000	antisense
ENSG00000223947	AC016738.4	chr2	101600001	101640000	antisense
ENSG00000071082	RPL31	chr2	101600001	101640000	protein_coding
ENSG00000204634	TBC1D8	chr2	101840001	101880000	protein_coding
ENSG00000265326	Metazoa_SRP	chr2	101680001	101720000	misc_RNA
ENSG00000163162	RNF149	chr2	101920001	101960000	protein_coding
ENSG00000212283	SNORD89	chr2	101880001	101920000	snoRNA
ENSG00000264857	MIR5696	chr2	101920001	101960000	miRNA
ENSG00000175874	CREG2	chr2	102000001	102040000	protein_coding
ENSG00000226058	AC092570.1	chr2	101960001	102000000	processed_pseudogene
ENSG00000196460	RFX8	chr2	102080001	102120000	protein_coding
ENSG00000223826	AC092570.2	chr2	102080001	102120000	lincRNA
ENSG00000237549	AC092570.3	chr2	102120001	102160000	processed_pseudogene
ENSG00000232556	AC092570.4	chr2	102120001	102160000	processed_pseudogene
ENSG00000071054	MAP4K4	chr2	102280001	102320000	protein_coding
ENSG00000115590	IL1R2	chr2	102600001	102640000	protein_coding
ENSG00000115594	IL1R1	chr2	102680001	102720000	protein_coding
ENSG00000226925	AC007271.3	chr2	102760001	102800000	antisense
ENSG00000115598	IL1RL2	chr2	102800001	102840000	protein_coding
ENSG00000205716	AC007248.6	chr2	102840001	102880000	processed_pseudogene
ENSG00000115602	IL1RL1	chr2	102920001	102960000	protein_coding
ENSG00000115604	IL18R1	chr2	102920001	102960000	protein_coding
ENSG00000236785	AC007248.7	chr2	103000001	103040000	processed_pseudogene
ENSG00000115607	IL18RAP	chr2	103000001	103040000	protein_coding
ENSG00000264764	MIR4772	chr2	103040001	103080000	miRNA
ENSG00000236525	AC007278.2	chr2	103040001	103080000	sense_intronic
ENSG00000234389	AC007278.3	chr2	103040001	103080000	sense_intronic
ENSG00000180251	SLC9A4	chr2	103080001	103120000	protein_coding
ENSG00000115616	SLC9A2	chr2	103200001	103240000	protein_coding
ENSG00000135953	MFSD9	chr2	103320001	103360000	protein_coding
ENSG00000170417	TMEM182	chr2	103320001	103360000	protein_coding
ENSG00000236757	AC007251.2	chr2	103480001	103520000	lincRNA
ENSG00000224095	AC108051.1	chr2	103600001	103640000	lincRNA
ENSG00000227680	AC108051.2	chr2	103600001	103640000	lincRNA
ENSG00000224850	AC108051.3	chr2	103600001	103640000	lincRNA
ENSG00000229209	AC073987.1	chr2	103760001	103800000	lincRNA
ENSG00000227623	AC073987.2	chr2	103880001	103920000	processed_pseudogene
ENSG00000236596	AC092568.1	chr2	104080001	104120000	processed_pseudogene
ENSG00000221849	AC018880.1	chr2	104120001	104160000	processed_pseudogene
ENSG00000231723	AC018880.2	chr2	104240001	104280000	processed_pseudogene
ENSG00000232597	AC013727.1	chr2	104480001	104520000	lincRNA
ENSG00000236141	AC013727.2	chr2	104480001	104520000	lincRNA
ENSG00000256637	RP11-76I14.1	chr2	104480001	104520000	lincRNA
ENSG00000228968	AC096554.1	chr2	104760001	104800000	lincRNA
ENSG00000227157	AC068535.2	chr2	105000001	105040000	lincRNA
ENSG00000225765	AC068535.3	chr2	105000001	105040000	lincRNA
ENSG00000268063	U3	chr2	105120001	105160000	snoRNA
ENSG00000221654	AC013402.1	chr2	105160001	105200000	miRNA
ENSG00000231626	AC013402.4	chr2	105160001	105200000	lincRNA
ENSG00000236109	AC013402.3	chr2	105160001	105200000	lincRNA
ENSG00000230690	AC013402.5	chr2	105240001	105280000	lincRNA
ENSG00000225669	AC068535.5	chr2	105280001	105320000	processed_pseudogene
ENSG00000228528	AC068057.1	chr2	105320001	105360000	lincRNA
ENSG00000207084	SNORA72	chr2	105320001	105360000	snoRNA
ENSG00000213301	HMGB3P11	chr2	105360001	105400000	processed_pseudogene
ENSG00000198914	POU3F3	chr2	105440001	105480000	protein_coding
ENSG00000239587	AC018730.4	chr2	105480001	105520000	antisense
ENSG00000224509	AC010884.1	chr2	105640001	105680000	antisense
ENSG00000263685	AC010884.2	chr2	105600001	105640000	miRNA
ENSG00000135972	MRPS9	chr2	105640001	105680000	protein_coding
ENSG00000231851	AC104655.2	chr2	105680001	105720000	antisense
ENSG00000226508	AC104655.3	chr2	105760001	105800000	lincRNA
ENSG00000135973	GPR45	chr2	105840001	105880000	protein_coding
ENSG00000135966	TGFBRAP1	chr2	105920001	105960000	protein_coding
ENSG00000235319	AC012360.4	chr2	105920001	105960000	lincRNA
ENSG00000135974	C2orf49	chr2	105920001	105960000	protein_coding
ENSG00000115641	FHL2	chr2	106040001	106080000	protein_coding
ENSG00000238273	AC012360.6	chr2	105960001	106000000	antisense
ENSG00000071051	NCK2	chr2	106360001	106400000	protein_coding
ENSG00000235522	AC009505.2	chr2	106440001	106480000	antisense
ENSG00000234162	AC009505.4	chr2	106560001	106600000	lincRNA
ENSG00000119147	C2orf40	chr2	106640001	106680000	protein_coding
ENSG00000115652	UXS1	chr2	106800001	106840000	protein_coding
ENSG00000233339	AC018878.3	chr2	106760001	106800000	antisense
ENSG00000213295	AC092106.2	chr2	106840001	106880000	processed_pseudogene
ENSG00000224061	AC092106.1	chr2	106840001	106880000	processed_pseudogene
ENSG00000230353	AC114755.2	chr2	106880001	106920000	processed_pseudogene
ENSG00000233939	AC114755.4	chr2	106920001	106960000	processed_pseudogene
ENSG00000227513	AC114755.3	chr2	106960001	107000000	processed_pseudogene
ENSG00000229682	AC114755.5	chr2	106960001	107000000	processed_pseudogene
ENSG00000235486	AC114755.7	chr2	106960001	107000000	unprocessed_pseudogene
ENSG00000240935	PLGLA	chr2	106960001	107000000	processed_transcript
ENSG00000153165	RGPD3	chr2	107080001	107120000	protein_coding
ENSG00000237666	AC108868.3	chr2	107080001	107120000	unprocessed_pseudogene
ENSG00000231505	AC108868.5	chr2	107120001	107160000	lincRNA
ENSG00000232001	AC108868.6	chr2	107120001	107160000	lincRNA
ENSG00000214199	EEF1A1P12	chr2	107280001	107320000	processed_pseudogene
ENSG00000144057	ST6GAL2	chr2	107480001	107520000	protein_coding
ENSG00000238250	ST6GAL2-IT1	chr2	107440001	107480000	sense_intronic
ENSG00000227294	AC016994.2	chr2	107440001	107480000	antisense
ENSG00000229360	PPP1R2P5	chr2	107520001	107560000	processed_pseudogene
ENSG00000226905	AC005040.3	chr2	107560001	107600000	processed_pseudogene
ENSG00000229457	AC006227.1	chr2	107960001	108000000	lincRNA
ENSG00000225588	AC096669.1	chr2	107960001	108000000	lincRNA
ENSG00000237880	AC096669.2	chr2	108120001	108160000	lincRNA
ENSG00000224568	AC096669.3	chr2	108120001	108160000	lincRNA
ENSG00000196862	RGPD4	chr2	108440001	108480000	protein_coding
ENSG00000233494	AC009963.3	chr2	108480001	108520000	processed_pseudogene
ENSG00000227270	AC009963.4	chr2	108520001	108560000	unprocessed_pseudogene
ENSG00000237745	AC009963.5	chr2	108520001	108560000	processed_pseudogene
ENSG00000235325	AC009963.6	chr2	108520001	108560000	processed_pseudogene
ENSG00000115665	SLC5A7	chr2	108600001	108640000	protein_coding
ENSG00000231221	AC023672.2	chr2	108640001	108680000	lincRNA
ENSG00000229890	AC023672.1	chr2	108680001	108720000	processed_pseudogene
ENSG00000225328	AC019100.3	chr2	108800001	108840000	antisense
ENSG00000196228	SULT1C3	chr2	108840001	108880000	protein_coding
ENSG00000227597	AC019100.7	chr2	108880001	108920000	processed_pseudogene
ENSG00000198203	SULT1C2	chr2	108880001	108920000	protein_coding
ENSG00000261209	RP11-443K8.1	chr2	108920001	108960000	unprocessed_pseudogene
ENSG00000237223	SULT1C2P1	chr2	108920001	108960000	processed_transcript
ENSG00000198075	SULT1C4	chr2	108960001	109000000	protein_coding
ENSG00000135968	GCC2	chr2	109040001	109080000	protein_coding
ENSG00000214184	AC012487.2	chr2	109120001	109160000	antisense
ENSG00000169756	LIMS1	chr2	109120001	109160000	protein_coding
ENSG00000228763	AC010095.5	chr2	109280001	109320000	antisense
ENSG00000233648	AC010095.6	chr2	109280001	109320000	processed_pseudogene
ENSG00000235644	AC010095.7	chr2	109320001	109360000	processed_pseudogene
ENSG00000153201	RANBP2	chr2	109320001	109360000	protein_coding
ENSG00000163006	CCDC138	chr2	109400001	109440000	protein_coding
ENSG00000227470	AC073415.2	chr2	109480001	109520000	processed_pseudogene
ENSG00000135960	EDAR	chr2	109600001	109640000	protein_coding
ENSG00000172985	SH3RF3	chr2	109720001	109760000	protein_coding
ENSG00000264934	MIR4265	chr2	109720001	109760000	miRNA
ENSG00000228551	SNRPGP9	chr2	109840001	109880000	processed_pseudogene
ENSG00000265965	MIR4266	chr2	109920001	109960000	miRNA
ENSG00000186522	SEPT10	chr2	110360001	110400000	protein_coding
ENSG00000237916	RP11-537E18.1	chr2	110280001	110320000	processed_pseudogene
ENSG00000230696	AC011753.5	chr2	110360001	110400000	sense_intronic
ENSG00000198142	SOWAHC	chr2	110360001	110400000	protein_coding
ENSG00000230603	AC011753.6	chr2	110400001	110440000	processed_pseudogene
ENSG00000233307	AC109815.2	chr2	110480001	110520000	processed_pseudogene
ENSG00000233707	RPL22P11	chr2	110480001	110520000	processed_pseudogene
ENSG00000015568	RGPD5	chr2	110520001	110560000	protein_coding
ENSG00000257207	LIMS3	chr2	110640001	110680000	nonsense_mediated_decay
ENSG00000257207	LIMS3	chr2	110640001	110680000	nonsense_mediated_decay
ENSG00000186148	AC013271.3	chr2	110680001	110720000	lincRNA
ENSG00000240069	GPAA1P1	chr2	110720001	110760000	transcribed_processed_pseudogene
ENSG00000235721	AC013268.3	chr2	110760001	110800000	processed_pseudogene
ENSG00000229730	AC013268.4	chr2	110760001	110800000	processed_pseudogene
ENSG00000265682	MIR4267	chr2	110800001	110840000	miRNA
ENSG00000144063	MALL	chr2	110840001	110880000	protein_coding
ENSG00000264979	MIR4436B2	chr2	110840001	110880000	miRNA
ENSG00000144061	NPHP1	chr2	110960001	111000000	protein_coding
ENSG00000212091	AC013268.1	chr2	110880001	110920000	miRNA
ENSG00000233370	AC092664.1	chr2	110920001	110960000	processed_pseudogene
ENSG00000175701	LINC00116	chr2	111000001	111040000	lincRNA
ENSG00000261760	RP11-1223D19.1	chr2	110960001	111000000	lincRNA
ENSG00000263881	MIR4436B1	chr2	111040001	111080000	miRNA
ENSG00000264336	AC140479.1	chr2	111040001	111080000	miRNA
ENSG00000226991	AC112229.6	chr2	111080001	111120000	processed_pseudogene
ENSG00000230650	AC112229.1	chr2	111120001	111160000	processed_pseudogene
ENSG00000184115	RP13-1039J1.2	chr2	111160001	111200000	lincRNA
ENSG00000230596	AC112229.4	chr2	111120001	111160000	processed_transcript
ENSG00000227574	RP13-1039J1.3	chr2	111200001	111240000	antisense
ENSG00000256671	LIMS3L	chr2	111200001	111240000	protein_coding
ENSG00000231583	AC108938.3	chr2	111240001	111280000	unprocessed_pseudogene
ENSG00000183054	RGPD6	chr2	111320001	111360000	protein_coding
ENSG00000231536	AC123886.2	chr2	111360001	111400000	antisense
ENSG00000216867	AC114776.1	chr2	111360001	111400000	processed_pseudogene
ENSG00000169679	BUB1	chr2	111400001	111440000	protein_coding
ENSG00000235881	AC114776.3	chr2	111440001	111480000	lincRNA
ENSG00000153093	ACOXL	chr2	111480001	111520000	protein_coding
ENSG00000204581	AC096670.3	chr2	111840001	111880000	antisense
ENSG00000153094	BCL2L11	chr2	111840001	111880000	protein_coding
ENSG00000230499	AC108463.1	chr2	111920001	111960000	lincRNA
ENSG00000227992	AC108463.2	chr2	111960001	112000000	processed_pseudogene
ENSG00000229118	AC068491.2	chr2	112000001	112040000	lincRNA
ENSG00000265507	MIR4435-1	chr2	112040001	112080000	miRNA
ENSG00000223973	AC068491.3	chr2	112120001	112160000	transcribed_processed_pseudogene
ENSG00000240350	AC017002.1	chr2	112240001	112280000	lincRNA
ENSG00000224959	AC017002.2	chr2	112240001	112280000	lincRNA
ENSG00000225744	AC017002.4	chr2	112360001	112400000	lincRNA
ENSG00000237583	AC093166.1	chr2	112400001	112440000	processed_pseudogene
ENSG00000227842	AC093166.2	chr2	112440001	112480000	processed_pseudogene
ENSG00000228615	AC093166.3	chr2	112480001	112520000	processed_pseudogene
ENSG00000153107	ANAPC1	chr2	112640001	112680000	protein_coding
ENSG00000266063	MIR4771-2	chr2	112520001	112560000	miRNA
ENSG00000230958	AC093166.4	chr2	112600001	112640000	processed_pseudogene
ENSG00000236307	AC104651.1	chr2	112640001	112680000	processed_pseudogene
ENSG00000153208	MERTK	chr2	112640001	112680000	protein_coding
ENSG00000265326	Metazoa_SRP	chr2	112680001	112720000	misc_RNA
ENSG00000225496	AC104651.2	chr2	112680001	112720000	processed_pseudogene
ENSG00000232277	AC104651.3	chr2	112680001	112720000	processed_pseudogene
ENSG00000153214	TMEM87B	chr2	112800001	112840000	protein_coding
ENSG00000144152	FBLN7	chr2	112880001	112920000	protein_coding
ENSG00000144161	ZC3H8	chr2	113000001	113040000	protein_coding
ENSG00000269874	snoU13	chr2	113000001	113040000	snoRNA
ENSG00000188177	ZC3H6	chr2	113000001	113040000	protein_coding
ENSG00000235258	AC115115.3	chr2	113040001	113080000	processed_pseudogene
ENSG00000248341	AC115115.2	chr2	113080001	113120000	processed_transcript
ENSG00000236555	AC115115.4	chr2	113080001	113120000	processed_pseudogene
ENSG00000169629	RGPD8	chr2	113160001	113200000	protein_coding
ENSG00000114999	TTL	chr2	113200001	113240000	protein_coding
ENSG00000125630	POLR1B	chr2	113280001	113320000	protein_coding
ENSG00000262537	Y_RNA	chr2	113320001	113360000	misc_RNA
ENSG00000125611	CHCHD5	chr2	113320001	113360000	protein_coding
ENSG00000243389	AC012442.5	chr2	113320001	113360000	3prime_overlapping_ncrna
ENSG00000228251	AC012442.6	chr2	113320001	113360000	lincRNA
ENSG00000231747	AC079922.2	chr2	113360001	113400000	processed_pseudogene
ENSG00000237753	AC079922.3	chr2	113400001	113440000	lincRNA
ENSG00000144136	SLC20A1	chr2	113400001	113440000	protein_coding
ENSG00000144130	NT5DC4	chr2	113440001	113480000	protein_coding
ENSG00000169607	CKAP2L	chr2	113520001	113560000	protein_coding
ENSG00000115008	IL1A	chr2	113520001	113560000	protein_coding
ENSG00000125538	IL1B	chr2	113560001	113600000	protein_coding
ENSG00000221541	AC079753.1	chr2	113600001	113640000	miRNA
ENSG00000180152	AC079753.4	chr2	113600001	113640000	processed_pseudogene
ENSG00000125571	IL37	chr2	113640001	113680000	protein_coding
ENSG00000227368	AC079753.5	chr2	113680001	113720000	processed_pseudogene
ENSG00000136688	IL36G	chr2	113720001	113760000	protein_coding
ENSG00000236124	HMGN2P23	chr2	113720001	113760000	processed_pseudogene
ENSG00000232090	AC016724.6	chr2	113720001	113760000	processed_pseudogene
ENSG00000136694	IL36A	chr2	113760001	113800000	protein_coding
ENSG00000136696	IL36B	chr2	113800001	113840000	protein_coding
ENSG00000136695	IL36RN	chr2	113800001	113840000	protein_coding
ENSG00000136697	IL1F10	chr2	113800001	113840000	protein_coding
ENSG00000263128	U6	chr2	113840001	113880000	snRNA
ENSG00000136689	IL1RN	chr2	113840001	113880000	protein_coding
ENSG00000125637	PSD4	chr2	113880001	113920000	protein_coding
ENSG00000234174	AC016683.5	chr2	113920001	113960000	antisense
ENSG00000125618	PAX8	chr2	114000001	114040000	protein_coding
ENSG00000258395	RP11-65I12.1	chr2	113960001	114000000	antisense
ENSG00000234997	AC016745.3	chr2	114160001	114200000	antisense
ENSG00000136682	CBWD2	chr2	114160001	114200000	protein_coding
ENSG00000238091	AC016745.1	chr2	114200001	114240000	protein_coding
ENSG00000184492	FOXD4L1	chr2	114240001	114280000	protein_coding
ENSG00000226516	FAM138B	chr2	114320001	114360000	lincRNA
ENSG00000221055	MIR1302-3	chr2	114320001	114360000	miRNA
ENSG00000146556	WASH2P	chr2	114320001	114360000	retained_intron
ENSG00000236397	DDX11L2	chr2	114320001	114360000	unprocessed_pseudogene
ENSG00000240356	RPL23AP7	chr2	114360001	114400000	processed_transcript
ENSG00000144134	RABL2A	chr2	114360001	114400000	protein_coding
ENSG00000144158	RP11-395L14.17	chr2	114400001	114440000	processed_pseudogene
ENSG00000233479	AC017074.1	chr2	114400001	114440000	lincRNA
ENSG00000227359	AC017074.2	chr2	114440001	114480000	lincRNA
ENSG00000263128	U6	chr2	114400001	114440000	snRNA
ENSG00000115084	SLC35F5	chr2	114480001	114520000	protein_coding
ENSG00000265429	MIR4782	chr2	114440001	114480000	miRNA
ENSG00000244063	AC024704.2	chr2	114560001	114600000	lincRNA
ENSG00000228857	AC104653.1	chr2	114600001	114640000	lincRNA
ENSG00000269874	snoU13	chr2	114600001	114640000	snoRNA
ENSG00000115091	ACTR3	chr2	114640001	114680000	protein_coding
ENSG00000234199	AC010982.1	chr2	114720001	114760000	lincRNA
ENSG00000243179	AC110769.3	chr2	114720001	114760000	lincRNA
ENSG00000215984	AC110769.1	chr2	114720001	114760000	miRNA
ENSG00000268063	U3	chr2	114760001	114800000	snoRNA
ENSG00000235242	AC010982.2	chr2	114880001	114920000	lincRNA
ENSG00000231926	SEPHS1P7	chr2	115000001	115040000	processed_pseudogene
ENSG00000269874	snoU13	chr2	115000001	115040000	snoRNA
ENSG00000262278	U2	chr2	115160001	115200000	snRNA
ENSG00000175497	DPP10	chr2	115160001	115200000	protein_coding
ENSG00000224869	AC062016.1	chr2	117480001	117520000	processed_pseudogene
ENSG00000226341	AC062016.2	chr2	117480001	117520000	processed_pseudogene
ENSG00000235871	AC062016.3	chr2	117560001	117600000	processed_pseudogene
ENSG00000230158	MTND1P28	chr2	117760001	117800000	unprocessed_pseudogene
ENSG00000230950	MTND2P21	chr2	117760001	117800000	unprocessed_pseudogene
ENSG00000228898	AC012365.3	chr2	117760001	117800000	unprocessed_pseudogene
ENSG00000262276	U7	chr2	117880001	117920000	snRNA
ENSG00000227291	AC092170.1	chr2	117920001	117960000	processed_pseudogene
ENSG00000238207	AC009312.1	chr2	118560001	118600000	antisense
ENSG00000088205	DDX18	chr2	118560001	118600000	protein_coding
ENSG00000236255	AC009404.2	chr2	118560001	118600000	lincRNA
ENSG00000125631	HTR5BP	chr2	118600001	118640000	processed_transcript
ENSG00000125633	CCDC93	chr2	118760001	118800000	protein_coding
ENSG00000224967	AC009303.3	chr2	118680001	118720000	processed_pseudogene
ENSG00000235066	AC009303.1	chr2	118720001	118760000	antisense
ENSG00000265326	Metazoa_SRP	chr2	118760001	118800000	misc_RNA
ENSG00000125629	INSIG2	chr2	118840001	118880000	protein_coding
ENSG00000226856	AC093901.1	chr2	118920001	118960000	lincRNA
ENSG00000258910	RP11-19E11.1	chr2	119560001	119600000	lincRNA
